Cause,Type,Year,Total Deaths,Source
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2009,18448,Profil Kesehatan Indonesia Tahun 2009
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2010,29952,Profil Kesehatan Indonesia Tahun 2011
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2006,129,Profil Kesehatan Indonesia Tahun 2006
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2007,65,Profil Kesehatan Indonesia Tahun 2007
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2011,324,Profil Kesehatan Indonesia Tahun 2011
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2012,314,Profil Kesehatan Indonesia Tahun 2012
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2015,475,Profil Kesehatan Indonesia Tahun 2015
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2016,252,Profil Kesehatan Indonesia Tahun 2016
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2017,14,Profil Kesehatan Indonesia Tahun 2017
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2018,246,Profil Kesehatan Indonesia Tahun 2018
Kecelakaan Transportasi Darat,Bencana Non Alam dan Penyakit,2019,69,Profil Kesehatan Indonesia Tahun 2019
Kecelakaan Transportasi Darat,Bencana Non Alam dan Penyakit,2020,8,Profil Kesehatan Indonesia Tahun 2020
Kecelakaan Transportasi Darat,Bencana Non Alam dan Penyakit,2021,35,Profil Kesehatan Indonesia Tahun 2021
Kecelakaan Transportasi Laut-Udara,Bencana Non Alam dan Penyakit,2019,34,Profil Kesehatan Indonesia Tahun 2019
Kecelakaan Transportasi Laut-Udara,Bencana Non Alam dan Penyakit,2020,0,Profil Kesehatan Indonesia Tahun 2020
Kecelakaan Transportasi Laut-Udara,Bencana Non Alam dan Penyakit,2021,134,Profil Kesehatan Indonesia Tahun 2021
Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2008,3,Profil Kesehatan Indonesia Tahun 2008
Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2009,6,Profil Kesehatan Indonesia Tahun 2009
Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2011,25,Profil Kesehatan Indonesia Tahun 2011
Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2012,4,Profil Kesehatan Indonesia Tahun 2012
Kegagalan Teknologi (termasuk ledakan kompor gas),Bencana Non Alam dan Penyakit,2010,5,Profil Kesehatan Indonesia Tahun 2010
Kehamilan yang berakhir abortus,Bencana Non Alam dan Penyakit,2004,499,Profil Kesehatan Indonesia Tahun 2004
Kehamilan yang berakhir abortus,Bencana Non Alam dan Penyakit,2005,95,Profil Kesehatan Indonesia Tahun 2005
Kehamilan yang berakhir abortus,Bencana Non Alam dan Penyakit,2006,205,Profil Kesehatan Indonesia Tahun 2006
"Kehamilan, Persalinan & Masa Nifas",Bencana Non Alam dan Penyakit,2005,857,Profil Kesehatan Indonesia Tahun 2005
"Kehamilan, Persalinan & Masa Nifas",Bencana Non Alam dan Penyakit,2006,1318,Profil Kesehatan Indonesia Tahun 2006
"Kehamilan, Persalinan & Masa Nifas",Bencana Non Alam dan Penyakit,2006,1318,Profil Kesehatan Indonesia Tahun 2007
"Kehamilan, Persalinan & Masa Nifas",Bencana Non Alam dan Penyakit,2008,1807,Profil Kesehatan Indonesia Tahun 2008
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2015,7,Profil Kesehatan Indonesia Tahun 2015
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2016,34,Profil Kesehatan Indonesia Tahun 2016
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2017,12,Profil Kesehatan Indonesia Tahun 2017
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2018,45,Profil Kesehatan Indonesia Tahun 2018
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2019,10,Profil Kesehatan Indonesia Tahun 2019
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2020,2,Profil Kesehatan Indonesia Tahun 2020
Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2021,6,Profil Kesehatan Indonesia Tahun 2021
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2015,66,Profil Kesehatan Indonesia Tahun 2015
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2016,0,Profil Kesehatan Indonesia Tahun 2016
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2017,2,Profil Kesehatan Indonesia Tahun 2017
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2018,82,Profil Kesehatan Indonesia Tahun 2018
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2019,8,Profil Kesehatan Indonesia Tahun 2019
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2020,30,Profil Kesehatan Indonesia Tahun 2020
Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2021,0,Profil Kesehatan Indonesia Tahun 2021
Kekeringan,Bencana Alam,2015,0,Profil Kesehatan Indonesia Tahun 2015
Kekeringan,Bencana Alam,2016,0,Profil Kesehatan Indonesia Tahun 2016
Kekeringan,Bencana Alam,2017,0,Profil Kesehatan Indonesia Tahun 2017
Kekeringan,Bencana Alam,2019,0,Profil Kesehatan Indonesia Tahun 2019
Kekeringan,Bencana Alam,2020,0,Profil Kesehatan Indonesia Tahun 2020
Kekeringan,Bencana Alam,2021,0,Profil Kesehatan Indonesia Tahun 2021
Keracunan,Bencana Non Alam dan Penyakit,2010,4,Profil Kesehatan Indonesia Tahun 2010
Keracunan Makanan,Bencana Non Alam dan Penyakit,2001,23,Profil Kesehatan Indonesia Tahun 2005
Keracunan Makanan,Bencana Non Alam dan Penyakit,2002,27,Profil Kesehatan Indonesia Tahun 2005
Keracunan Makanan,Bencana Non Alam dan Penyakit,2003,6,Profil Kesehatan Indonesia Tahun 2005
Keracunan Makanan,Bencana Non Alam dan Penyakit,2004,22,Profil Kesehatan Indonesia Tahun 2005
Keracunan Makanan,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
Keracunan Makanan,Bencana Non Alam dan Penyakit,2006,0,Profil Kesehatan Indonesia Tahun 2006
Keracunan Makanan,Bencana Non Alam dan Penyakit,2006,21,Profil Kesehatan Indonesia Tahun 2006
Keracunan/KLB,Bencana Non Alam dan Penyakit,2012,22,Profil Kesehatan Indonesia Tahun 2012
KLB,Bencana Non Alam dan Penyakit,2007,10,Profil Kesehatan Indonesia Tahun 2007
KLB,Bencana Non Alam dan Penyakit,2008,58,Profil Kesehatan Indonesia Tahun 2008
KLB Antraks,Bencana Non Alam dan Penyakit,2005,1,Profil Kesehatan Indonesia Tahun 2005
KLB Cacat Air,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Campak,Bencana Non Alam dan Penyakit,2004,44,Profil Kesehatan Indonesia Tahun 2004
KLB Campak,Bencana Non Alam dan Penyakit,2005,7,Profil Kesehatan Indonesia Tahun 2005
KLB Campak,Bencana Non Alam dan Penyakit,2009,42,Profil Kesehatan Indonesia Tahun 2009
KLB Campak,Bencana Non Alam dan Penyakit,2010,6,Profil Kesehatan Indonesia Tahun 2010
KLB Campak,Bencana Non Alam dan Penyakit,2011,10,Profil Kesehatan Indonesia Tahun 2011
KLB Campak,Bencana Non Alam dan Penyakit,2012,4,Profil Kesehatan Indonesia Tahun 2012
KLB Campak,Bencana Non Alam dan Penyakit,2013,1,Profil Kesehatan Indonesia Tahun 2013
KLB Campak,Bencana Non Alam dan Penyakit,2014,21,Profil Kesehatan Indonesia Tahun 2014
KLB Campak,Bencana Non Alam dan Penyakit,2015,0,Profil Kesehatan Indonesia Tahun 2015
KLB Campak,Bencana Non Alam dan Penyakit,2016,4,Profil Kesehatan Indonesia Tahun 2016
KLB Campak,Bencana Non Alam dan Penyakit,2017,14,Profil Kesehatan Indonesia Tahun 2017
KLB Campak,Bencana Non Alam dan Penyakit,2018,0,Profil Kesehatan Indonesia Tahun 2018
KLB Campak,Bencana Non Alam dan Penyakit,2019,0,Profil Kesehatan Indonesia Tahun 2019
KLB Campak,Bencana Non Alam dan Penyakit,2020,0,Profil Kesehatan Indonesia Tahun 2020
KLB Campak,Bencana Non Alam dan Penyakit,2021,0,Profil Kesehatan Indonesia Tahun 2021
KLB Cikungunya,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Cikungunya,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
KLB Demam Berdarah,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
KLB Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2005,91,Profil Kesehatan Indonesia Tahun 2005
KLB Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2015,144,Profil Kesehatan Indonesia Tahun 2015
KLB Dengue High Fever,Bencana Non Alam dan Penyakit,2004,87,Profil Kesehatan Indonesia Tahun 2004
KLB Dengue Shock Syndrome,Bencana Non Alam dan Penyakit,2004,7,Profil Kesehatan Indonesia Tahun 2004
KLB Diare,Bencana Non Alam dan Penyakit,2000,109,Profil Kesehatan Indonesia Tahun 2005
KLB Diare,Bencana Non Alam dan Penyakit,2000,109,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2001,100,Profil Kesehatan Indonesia Tahun 2005
KLB Diare,Bencana Non Alam dan Penyakit,2001,100,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2002,94,Profil Kesehatan Indonesia Tahun 2005
KLB Diare,Bencana Non Alam dan Penyakit,2002,94,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2003,128,Profil Kesehatan Indonesia Tahun 2005
KLB Diare,Bencana Non Alam dan Penyakit,2003,128,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2004,29,Profil Kesehatan Indonesia Tahun 2004
KLB Diare,Bencana Non Alam dan Penyakit,2004,23,Profil Kesehatan Indonesia Tahun 2005
KLB Diare,Bencana Non Alam dan Penyakit,2004,53,Profil Kesehatan Indonesia Tahun 2007
KLB Diare,Bencana Non Alam dan Penyakit,2004,53,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2005,93,Profil Kesehatan Indonesia Tahun 2005
KLB Diare,Bencana Non Alam dan Penyakit,2005,127,Profil Kesehatan Indonesia Tahun 2005
KLB Diare,Bencana Non Alam dan Penyakit,2005,93,Profil Kesehatan Indonesia Tahun 2006
KLB Diare,Bencana Non Alam dan Penyakit,2005,127,Profil Kesehatan Indonesia Tahun 2007
KLB Diare,Bencana Non Alam dan Penyakit,2005,127,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2005,127,Profil Kesehatan Indonesia Tahun 2009
KLB Diare,Bencana Non Alam dan Penyakit,2006,157,Profil Kesehatan Indonesia Tahun 2006
KLB Diare,Bencana Non Alam dan Penyakit,2006,277,Profil Kesehatan Indonesia Tahun 2007
KLB Diare,Bencana Non Alam dan Penyakit,2006,291,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2006,277,Profil Kesehatan Indonesia Tahun 2009
KLB Diare,Bencana Non Alam dan Penyakit,2006,291,Profil Kesehatan Indonesia Tahun 2010
KLB Diare,Bencana Non Alam dan Penyakit,2007,46,Profil Kesehatan Indonesia Tahun 2007
KLB Diare,Bencana Non Alam dan Penyakit,2007,69,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2007,46,Profil Kesehatan Indonesia Tahun 2009
KLB Diare,Bencana Non Alam dan Penyakit,2007,72,Profil Kesehatan Indonesia Tahun 2010
KLB Diare,Bencana Non Alam dan Penyakit,2008,209,Profil Kesehatan Indonesia Tahun 2008
KLB Diare,Bencana Non Alam dan Penyakit,2008,209,Profil Kesehatan Indonesia Tahun 2009
KLB Diare,Bencana Non Alam dan Penyakit,2008,239,Profil Kesehatan Indonesia Tahun 2010
KLB Diare,Bencana Non Alam dan Penyakit,2008,239,Profil Kesehatan Indonesia Tahun 2011
KLB Diare,Bencana Non Alam dan Penyakit,2008,239,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2009,100,Profil Kesehatan Indonesia Tahun 2010
KLB Diare,Bencana Non Alam dan Penyakit,2009,100,Profil Kesehatan Indonesia Tahun 2011
KLB Diare,Bencana Non Alam dan Penyakit,2009,100,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2010,73,Profil Kesehatan Indonesia Tahun 2010
KLB Diare,Bencana Non Alam dan Penyakit,2010,73,Profil Kesehatan Indonesia Tahun 2011
KLB Diare,Bencana Non Alam dan Penyakit,2010,73,Profil Kesehatan Indonesia Tahun 2011
KLB Diare,Bencana Non Alam dan Penyakit,2010,73,Profil Kesehatan Indonesia Tahun 2012
KLB Diare,Bencana Non Alam dan Penyakit,2010,73,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2010,73,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2011,12,Profil Kesehatan Indonesia Tahun 2011
KLB Diare,Bencana Non Alam dan Penyakit,2011,12,Profil Kesehatan Indonesia Tahun 2012
KLB Diare,Bencana Non Alam dan Penyakit,2011,12,Profil Kesehatan Indonesia Tahun 2013
KLB Diare,Bencana Non Alam dan Penyakit,2011,12,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2011,12,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2012,23,Profil Kesehatan Indonesia Tahun 2012
KLB Diare,Bencana Non Alam dan Penyakit,2012,34,Profil Kesehatan Indonesia Tahun 2013
KLB Diare,Bencana Non Alam dan Penyakit,2012,25,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2012,25,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2013,7,Profil Kesehatan Indonesia Tahun 2013
KLB Diare,Bencana Non Alam dan Penyakit,2013,7,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2013,7,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2014,29,Profil Kesehatan Indonesia Tahun 2014
KLB Diare,Bencana Non Alam dan Penyakit,2014,29,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2014,29,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2015,30,Profil Kesehatan Indonesia Tahun 2015
KLB Diare,Bencana Non Alam dan Penyakit,2015,30,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2015,30,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2016,6,Profil Kesehatan Indonesia Tahun 2016
KLB Diare,Bencana Non Alam dan Penyakit,2016,6,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2017,34,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2017,34,Profil Kesehatan Indonesia Tahun 2017
KLB Diare,Bencana Non Alam dan Penyakit,2018,36,Profil Kesehatan Indonesia Tahun 2018
KLB Diare Berdarah,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
KLB Difteri,Bencana Non Alam dan Penyakit,2004,10,Profil Kesehatan Indonesia Tahun 2004
KLB Difteri,Bencana Non Alam dan Penyakit,2005,9,Profil Kesehatan Indonesia Tahun 2005
KLB Disentri,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Frambusia,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Gizi Buruk,Bencana Non Alam dan Penyakit,2005,3,Profil Kesehatan Indonesia Tahun 2005
"KLB Hand, Foot, Mouth Diseases",Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Hepatitis,Bencana Non Alam dan Penyakit,2004,2,Profil Kesehatan Indonesia Tahun 2004
KLB Hepatitis Klinis,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
KLB Keracunan,Bencana Non Alam dan Penyakit,2004,5,Profil Kesehatan Indonesia Tahun 2004
KLB Keracunan Makanan,Bencana Non Alam dan Penyakit,2004,23,Profil Kesehatan Indonesia Tahun 2004
KLB Keracunan Makanan,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
KLB Keracunan Makanan,Bencana Non Alam dan Penyakit,2011,4,Profil Kesehatan Indonesia Tahun 2011
KLB Leptospirosis,Bencana Non Alam dan Penyakit,2004,1,Profil Kesehatan Indonesia Tahun 2004
KLB Malaria,Bencana Non Alam dan Penyakit,2004,15,Profil Kesehatan Indonesia Tahun 2004
KLB Malaria Falsiparum,Bencana Non Alam dan Penyakit,2005,44,Profil Kesehatan Indonesia Tahun 2005
KLB Malaria Klinis,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
KLB Marasmus,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Meningitis,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Parotitis,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Pertusis,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Polio,Bencana Non Alam dan Penyakit,2005,8,Profil Kesehatan Indonesia Tahun 2005
KLB Rabies,Bencana Non Alam dan Penyakit,2004,13,Profil Kesehatan Indonesia Tahun 2004
KLB Rabies,Bencana Non Alam dan Penyakit,2005,18,Profil Kesehatan Indonesia Tahun 2005
KLB Rubella,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Rubella,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
KLB Tetanus,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Tetanus Neonatal,Bencana Non Alam dan Penyakit,2004,39,Profil Kesehatan Indonesia Tahun 2004
KLB Thypoid,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Tifus Perut,Bencana Non Alam dan Penyakit,2004,0,Profil Kesehatan Indonesia Tahun 2004
KLB Typus Perut,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
Kolera,Bencana Non Alam dan Penyakit,2006,0,Profil Kesehatan Indonesia Tahun 2006
Kondisi lain yang bermula pada masa perinatal,Bencana Non Alam dan Penyakit,2004,170,Profil Kesehatan Indonesia Tahun 2004
Kondisi lain yang bermula pada masa perinatal,Bencana Non Alam dan Penyakit,2005,255,Profil Kesehatan Indonesia Tahun 2005
Kondisi lain yang bermula pada masa perinatal,Bencana Non Alam dan Penyakit,2006,342,Profil Kesehatan Indonesia Tahun 2006
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2005,9873,Profil Kesehatan Indonesia Tahun 2005
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2006,9567,Profil Kesehatan Indonesia Tahun 2006
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2006,9567,Profil Kesehatan Indonesia Tahun 2007
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2007,9822,Profil Kesehatan Indonesia Tahun 2008
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2008,9108,Profil Kesehatan Indonesia Tahun 2008
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2008,9108,Profil Kesehatan Indonesia Tahun 2008
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2008,9108,Profil Kesehatan Indonesia Tahun 2009
Konflik,Bencana Sosial,2009,16,Profil Kesehatan Indonesia Tahun 2009
Konflik,Bencana Sosial,2010,33,Profil Kesehatan Indonesia Tahun 2010
Konflik,Bencana Sosial,2011,34,Profil Kesehatan Indonesia Tahun 2011
Konflik Sosial,Bencana Sosial,2008,1,Profil Kesehatan Indonesia Tahun 2008
Konflik Sosial,Bencana Sosial,2012,65,Profil Kesehatan Indonesia Tahun 2012
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2015,45,Profil Kesehatan Indonesia Tahun 2015
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2016,13,Profil Kesehatan Indonesia Tahun 2016
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2017,0,Profil Kesehatan Indonesia Tahun 2017
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2018,7,Profil Kesehatan Indonesia Tahun 2018
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2019,4,Profil Kesehatan Indonesia Tahun 2019
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2020,0,Profil Kesehatan Indonesia Tahun 2020
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2021,0,Profil Kesehatan Indonesia Tahun 2021
Kronis Filariasis,Bencana Non Alam dan Penyakit,2019,425,Profil Kesehatan Indonesia Tahun 2019
Kronis Filariasis,Bencana Non Alam dan Penyakit,2020,891,Profil Kesehatan Indonesia Tahun 2020
Kronis Filariasis,Bencana Non Alam dan Penyakit,2021,617,Profil Kesehatan Indonesia Tahun 2021
"Ledakan (bom, tabung gas, dll)",Bencana Non Alam dan Penyakit,2009,9,Profil Kesehatan Indonesia Tahun 2009
Ledakan Akibat Gas,Bencana Non Alam dan Penyakit,2012,8,Profil Kesehatan Indonesia Tahun 2012
Ledakan Bom,Bencana Non Alam dan Penyakit,2008,2,Profil Kesehatan Indonesia Tahun 2008
Ledakan Bom,Bencana Non Alam dan Penyakit,2010,0,Profil Kesehatan Indonesia Tahun 2010
Ledakan Bom,Bencana Non Alam dan Penyakit,2012,0,Profil Kesehatan Indonesia Tahun 2012
Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2005,45,Profil Kesehatan Indonesia Tahun 2005
Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2006,14,Profil Kesehatan Indonesia Tahun 2006
Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2007,4,Profil Kesehatan Indonesia Tahun 2007
Leptospirosis,Bencana Non Alam dan Penyakit,2002,21,Profil Kesehatan Indonesia Tahun 2006
Leptospirosis,Bencana Non Alam dan Penyakit,2003,10,Profil Kesehatan Indonesia Tahun 2006
Leptospirosis,Bencana Non Alam dan Penyakit,2003,10,Profil Kesehatan Indonesia Tahun 2008
Leptospirosis,Bencana Non Alam dan Penyakit,2004,25,Profil Kesehatan Indonesia Tahun 2006
Leptospirosis,Bencana Non Alam dan Penyakit,2004,25,Profil Kesehatan Indonesia Tahun 2008
Leptospirosis,Bencana Non Alam dan Penyakit,2004,25,Profil Kesehatan Indonesia Tahun 2009
Leptospirosis,Bencana Non Alam dan Penyakit,2005,16,Profil Kesehatan Indonesia Tahun 2006
Leptospirosis,Bencana Non Alam dan Penyakit,2005,16,Profil Kesehatan Indonesia Tahun 2008
Leptospirosis,Bencana Non Alam dan Penyakit,2005,16,Profil Kesehatan Indonesia Tahun 2009
Leptospirosis,Bencana Non Alam dan Penyakit,2005,14,Profil Kesehatan Indonesia Tahun 2010
Leptospirosis,Bencana Non Alam dan Penyakit,2006,11,Profil Kesehatan Indonesia Tahun 2006
Leptospirosis,Bencana Non Alam dan Penyakit,2006,11,Profil Kesehatan Indonesia Tahun 2008
Leptospirosis,Bencana Non Alam dan Penyakit,2006,11,Profil Kesehatan Indonesia Tahun 2009
Leptospirosis,Bencana Non Alam dan Penyakit,2006,14,Profil Kesehatan Indonesia Tahun 2010
Leptospirosis,Bencana Non Alam dan Penyakit,2007,34,Profil Kesehatan Indonesia Tahun 2008
Leptospirosis,Bencana Non Alam dan Penyakit,2007,57,Profil Kesehatan Indonesia Tahun 2009
Leptospirosis,Bencana Non Alam dan Penyakit,2007,55,Profil Kesehatan Indonesia Tahun 2010
Leptospirosis,Bencana Non Alam dan Penyakit,2008,16,Profil Kesehatan Indonesia Tahun 2008
Leptospirosis,Bencana Non Alam dan Penyakit,2008,16,Profil Kesehatan Indonesia Tahun 2009
Leptospirosis,Bencana Non Alam dan Penyakit,2008,22,Profil Kesehatan Indonesia Tahun 2010
Leptospirosis,Bencana Non Alam dan Penyakit,2008,22,Profil Kesehatan Indonesia Tahun 2015
Leptospirosis,Bencana Non Alam dan Penyakit,2009,23,Profil Kesehatan Indonesia Tahun 2009
Leptospirosis,Bencana Non Alam dan Penyakit,2009,23,Profil Kesehatan Indonesia Tahun 2010
Leptospirosis,Bencana Non Alam dan Penyakit,2009,23,Profil Kesehatan Indonesia Tahun 2011
Leptospirosis,Bencana Non Alam dan Penyakit,2009,23,Profil Kesehatan Indonesia Tahun 2015
Leptospirosis,Bencana Non Alam dan Penyakit,2009,23,Profil Kesehatan Indonesia Tahun 2017
Leptospirosis,Bencana Non Alam dan Penyakit,2009,23,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2010,43,Profil Kesehatan Indonesia Tahun 2010
Leptospirosis,Bencana Non Alam dan Penyakit,2010,43,Profil Kesehatan Indonesia Tahun 2011
Leptospirosis,Bencana Non Alam dan Penyakit,2010,43,Profil Kesehatan Indonesia Tahun 2012
Leptospirosis,Bencana Non Alam dan Penyakit,2010,43,Profil Kesehatan Indonesia Tahun 2015
Leptospirosis,Bencana Non Alam dan Penyakit,2010,43,Profil Kesehatan Indonesia Tahun 2017
Leptospirosis,Bencana Non Alam dan Penyakit,2010,43,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2011,82,Profil Kesehatan Indonesia Tahun 2011
Leptospirosis,Bencana Non Alam dan Penyakit,2011,82,Profil Kesehatan Indonesia Tahun 2012
Leptospirosis,Bencana Non Alam dan Penyakit,2011,82,Profil Kesehatan Indonesia Tahun 2013
Leptospirosis,Bencana Non Alam dan Penyakit,2011,82,Profil Kesehatan Indonesia Tahun 2015
Leptospirosis,Bencana Non Alam dan Penyakit,2011,82,Profil Kesehatan Indonesia Tahun 2017
Leptospirosis,Bencana Non Alam dan Penyakit,2011,82,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2012,29,Profil Kesehatan Indonesia Tahun 2012
Leptospirosis,Bencana Non Alam dan Penyakit,2012,29,Profil Kesehatan Indonesia Tahun 2013
Leptospirosis,Bencana Non Alam dan Penyakit,2012,29,Profil Kesehatan Indonesia Tahun 2014
Leptospirosis,Bencana Non Alam dan Penyakit,2012,29,Profil Kesehatan Indonesia Tahun 2015
Leptospirosis,Bencana Non Alam dan Penyakit,2012,29,Profil Kesehatan Indonesia Tahun 2017
